"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"283",283,"Argentina",2008,5,18,210,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"284",284,"Argentina",2008,7,20,261,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"285",285,"Argentina",2008,12,28,89,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"286",286,"Argentina",2008,6,29,372,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"287",287,"Argentina",2008,11,30,102,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"288",288,"Argentina",2008,3,30,150,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"289",289,"Argentina",2008,8,24,206,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"290",290,"Argentina",2008,5,25,217,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"291",291,"Argentina",2008,2,3,89,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"292",292,"Argentina",2008,7,13,319,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"293",293,"Argentina",2008,8,31,193,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"294",294,"Argentina",2008,11,16,133,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"295",295,"Argentina",2008,7,6,371,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"296",296,"Argentina",2008,3,2,92,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"297",297,"Argentina",2008,11,9,138,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"298",298,"Argentina",2008,9,14,189,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"299",299,"Argentina",2008,5,11,197,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"300",300,"Argentina",2008,12,21,84,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"301",301,"Argentina",2008,7,27,216,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"302",302,"Argentina",2008,9,7,191,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"303",303,"Argentina",2008,6,1,266,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"304",304,"Argentina",2008,5,4,186,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"305",305,"Argentina",2008,10,26,154,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"306",306,"Argentina",2008,6,22,411,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"307",307,"Argentina",2008,10,12,157,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"308",308,"Argentina",2008,12,7,102,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"309",309,"Argentina",2008,4,6,161,13.7,75.4,2.24,40381860,394594682115,"Americas","South America"
"310",310,"Argentina",2009,7,12,238,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"311",311,"Argentina",2009,5,24,190,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"312",312,"Argentina",2009,10,4,142,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"313",313,"Argentina",2009,6,14,399,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"314",314,"Argentina",2009,5,31,232,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"315",315,"Argentina",2009,6,7,308,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"316",316,"Argentina",2009,12,6,83,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"317",317,"Argentina",2009,11,29,88,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"318",318,"Argentina",2009,8,30,150,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"319",319,"Argentina",2009,12,13,87,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"320",320,"Argentina",2009,8,23,166,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"321",321,"Argentina",2009,12,20,63,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"322",322,"Argentina",2009,11,22,97,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"323",323,"Argentina",2009,9,13,145,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"324",324,"Argentina",2009,12,27,64,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"325",325,"Argentina",2009,8,16,159,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"326",326,"Argentina",2009,9,6,144,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"327",327,"Argentina",2009,11,15,117,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"328",328,"Argentina",2009,8,9,149,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"329",329,"Argentina",2009,1,4,98,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"330",330,"Argentina",2009,11,8,123,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"331",331,"Argentina",2009,1,11,88,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"332",332,"Argentina",2009,8,2,153,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"333",333,"Argentina",2009,1,18,90,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"334",334,"Argentina",2009,1,25,89,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"335",335,"Argentina",2009,7,26,170,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"336",336,"Argentina",2009,2,1,88,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"337",337,"Argentina",2009,11,1,125,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"338",338,"Argentina",2009,9,20,145,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"339",339,"Argentina",2009,2,8,86,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"340",340,"Argentina",2009,2,15,84,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"341",341,"Argentina",2009,2,22,91,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"342",342,"Argentina",2009,7,19,158,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"343",343,"Argentina",2009,3,1,89,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"344",344,"Argentina",2009,10,25,141,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"345",345,"Argentina",2009,3,8,98,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"346",346,"Argentina",2009,3,15,119,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"347",347,"Argentina",2009,3,22,118,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"348",348,"Argentina",2009,7,5,324,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"349",349,"Argentina",2009,3,29,113,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"350",350,"Argentina",2009,10,18,141,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"351",351,"Argentina",2009,4,5,117,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"352",352,"Argentina",2009,4,12,129,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"353",353,"Argentina",2009,6,28,442,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"354",354,"Argentina",2009,9,27,149,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"355",355,"Argentina",2009,4,19,138,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"356",356,"Argentina",2009,4,26,154,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"357",357,"Argentina",2009,10,11,144,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"358",358,"Argentina",2009,5,3,166,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"359",359,"Argentina",2009,6,21,431,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"360",360,"Argentina",2009,5,10,164,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"361",361,"Argentina",2009,5,17,166,13.4,75.6,2.23,40798641,397949689763,"Americas","South America"
"362",362,"Argentina",2010,9,5,153,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"363",363,"Argentina",2010,6,27,211,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"364",364,"Argentina",2010,1,24,67,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"365",365,"Argentina",2010,7,25,192,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"366",366,"Argentina",2010,11,7,133,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"367",367,"Argentina",2010,3,28,95,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"368",368,"Argentina",2010,1,3,62,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"369",369,"Argentina",2010,2,28,70,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"370",370,"Argentina",2010,11,21,124,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"371",371,"Argentina",2010,12,19,71,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"372",372,"Argentina",2010,8,22,181,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"373",373,"Argentina",2010,6,13,210,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"374",374,"Argentina",2010,3,7,71,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"375",375,"Argentina",2010,5,2,134,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"376",376,"Argentina",2010,6,6,196,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"377",377,"Argentina",2010,3,14,92,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"378",378,"Argentina",2010,4,25,142,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"379",379,"Argentina",2010,8,29,165,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"380",380,"Argentina",2010,2,7,70,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"381",381,"Argentina",2010,10,10,146,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"382",382,"Argentina",2010,12,5,91,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"383",383,"Argentina",2010,6,20,207,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"384",384,"Argentina",2010,8,8,194,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"385",385,"Argentina",2010,12,12,90,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"386",386,"Argentina",2010,7,4,187,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"387",387,"Argentina",2010,4,11,114,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"388",388,"Argentina",2010,8,1,175,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"389",389,"Argentina",2010,11,28,106,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"390",390,"Argentina",2010,9,26,150,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"391",391,"Argentina",2010,1,31,65,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"392",392,"Argentina",2010,9,19,138,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"393",393,"Argentina",2010,5,9,163,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"394",394,"Argentina",2010,11,14,139,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"395",395,"Argentina",2010,1,10,62,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"396",396,"Argentina",2010,12,26,70,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"397",397,"Argentina",2010,7,18,185,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"398",398,"Argentina",2010,4,18,127,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"399",399,"Argentina",2010,10,24,145,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"400",400,"Argentina",2010,5,23,186,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"401",401,"Argentina",2010,5,16,180,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"402",402,"Argentina",2010,9,12,143,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"403",403,"Argentina",2010,4,4,109,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"404",404,"Argentina",2010,10,31,149,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"405",405,"Argentina",2010,8,15,187,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"406",406,"Argentina",2010,2,14,68,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"407",407,"Argentina",2010,7,11,200,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"408",408,"Argentina",2010,5,30,186,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"409",409,"Argentina",2010,2,21,71,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"410",410,"Argentina",2010,10,17,154,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"411",411,"Argentina",2010,1,17,67,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"412",412,"Argentina",2010,3,21,98,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"413",413,"Argentina",2010,10,3,155,13,75.8,2.22,41222875,434405530244,"Americas","South America"
"414",414,"Argentina",2011,2,13,67,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"415",415,"Argentina",2011,3,13,77,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"416",416,"Argentina",2011,11,27,68,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"417",417,"Argentina",2011,5,29,154,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"418",418,"Argentina",2011,3,20,89,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"419",419,"Argentina",2011,2,6,67,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"420",420,"Argentina",2011,10,23,91,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"421",421,"Argentina",2011,9,25,95,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"422",422,"Argentina",2011,7,31,144,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"423",423,"Argentina",2011,9,18,100,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"424",424,"Argentina",2011,3,6,61,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"425",425,"Argentina",2011,7,17,165,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"426",426,"Argentina",2011,12,11,62,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"427",427,"Argentina",2011,5,1,120,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"428",428,"Argentina",2011,11,20,77,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"429",429,"Argentina",2011,6,12,173,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"430",430,"Argentina",2011,4,10,107,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"431",431,"Argentina",2011,3,27,104,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"432",432,"Argentina",2011,1,16,62,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"433",433,"Argentina",2011,2,27,62,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"434",434,"Argentina",2011,1,2,67,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"435",435,"Argentina",2011,8,7,140,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"436",436,"Argentina",2011,9,11,116,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"437",437,"Argentina",2011,5,15,134,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"438",438,"Argentina",2011,12,25,57,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"439",439,"Argentina",2011,11,13,85,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"440",440,"Argentina",2011,10,16,89,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"441",441,"Argentina",2011,10,2,88,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"442",442,"Argentina",2011,10,9,81,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"443",443,"Argentina",2011,2,20,62,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"444",444,"Argentina",2011,4,3,106,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"445",445,"Argentina",2011,8,14,134,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"446",446,"Argentina",2011,1,23,65,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"447",447,"Argentina",2011,12,18,56,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"448",448,"Argentina",2011,7,3,190,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"449",449,"Argentina",2011,9,4,145,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"450",450,"Argentina",2011,7,10,189,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"451",451,"Argentina",2011,5,22,137,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"452",452,"Argentina",2011,8,28,147,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"453",453,"Argentina",2011,1,30,67,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"454",454,"Argentina",2011,4,17,99,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"455",455,"Argentina",2011,6,5,162,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"456",456,"Argentina",2011,6,26,179,12.7,76,2.2,41655616,472935255184,"Americas","South America"
"457",457,"Argentina",2011,11,6,85,12.7,76,2.2,41655616,472935255184,"Americas","South America"
